=== Группа: Справочники ===
  [ВидыОперацийКомплектацияНоменклатуры]  | ПеречислениеСсылка.ВидыОперацийКомплектацияНоменклатуры -> ПеречислениеСсылка.ХозяйственныеОперации | св-в:0 | код:-
  [ВидыТМЦВЭксплуатации]  | ПеречислениеСсылка.ВидыМалоценныхАктивов -> ПеречислениеСсылка.ВидыТМЦВЭксплуатации | св-в:0 | код:-
  [А_СпособыРаспределенияДопРасходов]  | ПеречислениеСсылка.СпособыРаспределенияДопРасходов -> ПеречислениеСсылка.А_СпособыРаспределенияДопРасходов | св-в:0 | код:-
  [ТипыЗадолженности]  | ПеречислениеСсылка.ВидыЗадолженности -> ПеречислениеСсылка.ТипыЗадолженности | св-в:0 | код:-
  [ТипыРасчетовСПартнерами]  | ПеречислениеСсылка.СтатусыКонтрагентов -> ПеречислениеСсылка.ТипыРасчетовСПартнерами | св-в:0 | код:-

=== Группа: Документы ===
  [ВедомостьНаВыплатуЗарплатыВБанк]  | ДокументСсылка.ВедомостьНаВыплатуЗарплаты -> ДокументСсылка.ВедомостьНаВыплатуЗарплатыВБанк | св-в:11 | код:ПослеЗагрузки(1462)
  [ПриходныйКассовыйОрдер]  | ДокументСсылка.ПриходныйКассовыйОрдер -> ДокументСсылка.ПриходныйКассовыйОрдер | св-в:2 | код:-
  [ВозвратТоваровПоставщику]  | ДокументСсылка.ВозвратТоваровПоставщику -> ДокументСсылка.ВозвратТоваровПоставщику | св-в:29 | код:ПередВыгрузкой(149),ПослеЗагрузки(324)
  [ЗаказКлиента]  | ДокументСсылка.СчетНаОплатуПокупателю -> ДокументСсылка.ЗаказКлиента | св-в:19 | код:ПослеЗагрузки(324)
  [ЗаказПоставщику]  | ДокументСсылка.СчетНаОплатуПоставщика -> ДокументСсылка.ЗаказПоставщику | св-в:20 | код:ПослеЗагрузки(324)
  [ПеремещениеТоваров]  | ДокументСсылка.ПеремещениеТоваров -> ДокументСсылка.ПеремещениеТоваров | св-в:13 | код:ПослеЗагрузки(49)
  [ТребованиеНакладнаяНовая]  | ДокументСсылка.ТребованиеНакладная -> ДокументСсылка.СписаниеНедостачТоваров | св-в:14 | код:ПослеЗагрузки(46)
  [ПоступлениеБезналичныхДенежныхСредств]  | ДокументСсылка.ПоступлениеНаРасчетныйСчет -> ДокументСсылка.ПоступлениеБезналичныхДенежныхСредств | св-в:37 | код:ПослеЗагрузки(4328)
  [СписаниеБезналичныхДенежныхСредств]  | ДокументСсылка.СписаниеСРасчетногоСчета -> ДокументСсылка.СписаниеБезналичныхДенежныхСредств | св-в:43 | код:ПослеЗагрузки(4357)
  [АвансовыйОтчет]  | ДокументСсылка.АвансовыйОтчет -> ДокументСсылка.АвансовыйОтчет | св-в:19 | код:ПослеЗагрузки(403)
  [РасходныйКассовыйОрдер]  | ДокументСсылка.РасходныйКассовыйОрдер -> ДокументСсылка.РасходныйКассовыйОрдер | св-в:2 | код:-
  [РеализацияТоваровУслуг]  | ДокументСсылка.РеализацияТоваровУслуг -> ДокументСсылка.РеализацияТоваровУслуг | св-в:35 | код:ПослеЗагрузки(324)
  [СписаниеНедостачТоваров]  | ДокументСсылка.СписаниеТоваров -> ДокументСсылка.СписаниеНедостачТоваров | св-в:17 | код:ПослеЗагрузки(46)
  [ПриобретениеТоваровУслуг]  | ДокументСсылка.ПоступлениеТоваровУслуг -> ДокументСсылка.ПриобретениеТоваровУслуг | св-в:28 | код:ПередВыгрузкой(147),ПослеЗагрузки(324)
  [СборкаТоваров]  | ДокументСсылка.КомплектацияНоменклатуры -> ДокументСсылка.СборкаТоваров | св-в:18 | код:ПослеЗагрузки(44)
  [АктВыполненныхРабот]  | ДокументСсылка.АктОбОказанииПроизводственныхУслуг -> ДокументСсылка.АктВыполненныхРабот | св-в:21 | код:ПослеЗагрузки(324)
  [ПокупкаПродажаВалюты]  | ДокументСсылка.ПокупкаПродажаВалюты -> ДокументСсылка.ПокупкаПродажаВалюты | св-в:18 | код:ПослеЗагрузки(47)
  [ЗаявкаНаПокупкуПродажуВалюты]  | ДокументСсылка.ЗаявкаНаПокупкуПродажуВалюты -> ДокументСсылка.ЗаявкаНаПокупкуПродажуВалюты | св-в:19 | код:ПослеЗагрузки(47)
  [ПередачаМалоценныхАктивовВЭксплуатацию]  | ДокументСсылка.ПередачаМалоценныхАктивовВЭксплуатацию -> ДокументСсылка.ВнутреннееПотреблениеТоваров | св-в:18 | код:ПослеЗагрузки(53)
  [ПоступлениеДопРасходов]  | ДокументСсылка.ПоступлениеДопРасходов -> ДокументСсылка.ПриобретениеУслугПрочихАктивов | св-в:30 | код:ПослеЗагрузки(324)
  [ВзаимозачетЗадолженности]  | ДокументСсылка.КорректировкаДолга -> ДокументСсылка.ВзаимозачетЗадолженности | св-в:12 | код:ПередВыгрузкой(247),ПослеЗагрузки(53)
  [ОтражениеЗарплатыВУчете]  | ДокументСсылка.ОтражениеЗарплатыВУчете -> ДокументСсылка.А_ОтражениеЗарплатыВУчете | св-в:14 | код:-
  [_НеИспользовать_ПередачаМатериаловВПроизводство]  | ДокументСсылка.ТребованиеНакладная -> ДокументСсылка.ПередачаМатериаловВПроизводство | св-в:14 | код:ПередВыгрузкой(85),ПослеЗагрузки(46)
  [ПринятиеКУчетуОС]  | ДокументСсылка.ВводВЭксплуатациюОС -> ДокументСсылка.ПринятиеКУчетуОС | св-в:30 | код:ПослеЗагрузки(53)
  [ПринятиеКУчетуНМА]  | ДокументСсылка.ПринятиеКУчетуНМА -> ДокументСсылка.ПринятиеКУчетуНМА | св-в:19 | код:-

=== Группа: Планы счетов ===
  [Хозрасчетный]  | ПланСчетовСсылка.Хозрасчетный -> ПланСчетовСсылка.Хозрасчетный | св-в:4 | код:-

=== Группа: ПланыВидовХарактеристик ===
  [СтатьиРасходов]  | СправочникСсылка.СтатьиЗатрат -> ПланВидовХарактеристикСсылка.СтатьиРасходов | св-в:8 | код:-
  [СтатьиДоходов]  | СправочникСсылка.СтатьиДоходов -> ПланВидовХарактеристикСсылка.СтатьиДоходов | св-в:3 | код:-
  [РасходыБудущихПериодов]  | СправочникСсылка.РасходыБудущихПериодов -> ПланВидовХарактеристикСсылка.СтатьиРасходов | св-в:6 | код:-

=== Группа: Регистры сведений ===
  [КурсыВалют]  | РегистрСведенийЗапись.КурсыВалют -> РегистрСведенийЗапись.КурсыВалют | св-в:5 | код:-

=== ПРАВИЛА ВЫГРУЗКИ ===
Группа: Справочники
  [Организации]  -> ПК:
  [Валюты]  -> ПК:
  [Подразделения]  -> ПК:
  [ФизическиеЛица]  -> ПК:
  [БанковскиеСчетаОрганизаций]  -> ПК:
  [НематериальныеАктивы]  -> ПК:
  [КлассификаторУКТВЭД]  -> ПК:
  [Пользователи]  -> ПК:
  [СтатьиДвиженияДенежныхСредств]  -> ПК:
  [Банки]  -> ПК:
  [Направления]  -> ПК:
  [НалоговыеНазначенияАктивовИЗатрат]  -> ПК:
  [Номенклатура]  -> ПК:
  [Контрагенты]  -> ПК:
  [ДоговорыКонтрагентов]  -> ПК:
  [ВидыДоговоровПоГК]  -> ПК:
  [ОсновныеСредства]  -> ПК:
  [СтатьиНалоговыхДеклараций]  -> ПК:
  [Налоги]  -> ПК:
  [СтатьиЗатрат]  -> ПК:
  [Склады]  -> ПК:
  [НалоговыеИнспекции]  -> ПК:
  [КлассификаторКОАТУУ]  -> ПК:
  [КлассификаторЕдиницИзмерения]  -> ПК:
  [БанковскиеСчета]  -> ПК:
  [НоменклатураГТД]  -> ПК:
  [ВидыКонтактнойИнформации]  -> ПК:
  [ТипыЦенНоменклатуры]  -> ПК:
  [ОбособленныеПодразделенияОрганизаций]  -> ПК:
  [НомераГТД]  -> ПК:
  [СтатьиДоходов]  -> ПК:
  [ВидыВыплат]  -> ПК:
  [РасходыБудущихПериодов]  -> ПК:
  [ПодразделенияОрганизаций]  -> ПК:
  [СтатьиНеоперационныхРасходов]  -> ПК:
  [СпособыОтраженияРасходовПоАмортизации]  -> ПК:
  [НазначенияИспользования]  -> ПК:
  [СобытияОС]  -> ПК:
  [ДоходыБудущихПериодов]  -> ПК:
  [ЦенныеБумаги]  -> ПК:
  [ОбъектыСтроительства]  -> ПК:
  [НалоговыеГруппыОсновныхСредств]  -> ПК:
Группа: Документы
  [ВедомостьНаВыплатуЗарплаты]  -> ПК:
  [ПокупкаПродажаВалюты]  -> ПК:
  [ЗаявкаНаПокупкуПродажуВалюты]  -> ПК:
  [СчетНаОплатуПокупателю]  -> ПК:
  [СчетНаОплатуПоставщика]  -> ПК:
  [ПриходныйКассовыйОрдер]  -> ПК:
  [ВозвратТоваровПоставщику]  -> ПК:
  [ПеремещениеТоваров]  -> ПК:
  [ТребованиеНакладная]  -> ПК:
  [ПоступлениеНаРасчетныйСчет]  -> ПК:
  [СписаниеСРасчетногоСчета]  -> ПК:
  [АвансовыйОтчет]  -> ПК:
  [РасходныйКассовыйОрдер]  -> ПК:
  [РеализацияТоваровУслуг]  -> ПК:
  [ПоступлениеТоваровУслуг]  -> ПК:
  [СписаниеТоваров]  -> ПК:
  [КомплектацияНоменклатуры]  -> ПК:
  [АктОбОказанииПроизводственныхУслуг]  -> ПК:
  [ПередачаМалоценныхАктивовВЭксплуатацию]  -> ПК:
  [ПоступлениеДопРасходов]  -> ПК:
  [КорректировкаДолга]  -> ПК:
  [ОтражениеЗарплатыВУчете]  -> ПК:
  [ВводВЭксплуатациюОС]  -> ПК:
  [ПринятиеКУчетуНМА]  -> ПК:
Группа: ПланыСчетов
  [Хозрасчетный]  -> ПК:
Группа: РегистрыСведений
  [КурсыВалют]  -> ПК:
