ДДС_UUID;ДДС_Имя;Количество_PL;PL_статьи;Итого_3мес_₴
bbd85493-232a-11e6-80c4-000c29bbac23;Персонал;5;Премия производственного персонала || Командировочные производственного персонала || Транспортные затраты производственного персонала || Премия управленческого персонала || Транспортные затраты управленческого персонала;0.00
