Период;Подразделение;Группа;СтатьяPL;Тип;Авто;СуммаPL;СуммаАДР;Разница;Δ_%;Статус
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;5155.00;5155.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;2000.00;0.00;2000.00;100.00;DATA_GAP
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Себестоимость проданой продукции (переменные производственные затраты);Представительские затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;ИТ расходы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Финансовая деятельность;Финансовые расходы;Расход;;7160.95;0.00;7160.95;100.00;DATA_GAP
2025-12;Укрнафта 1 Модуль;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Укрнафта 1 Модуль;Административные затраты;Штраф;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;3350396.14;2600830.12;749566.02;28.82;DATA_GAP
2025-12;МК Бориспільска;Операционный доход;Доход от прочей операционной деятельности;Доход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;344514.36;344514.36;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;11797.71;11797.71;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;10988.11;10988.11;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;0.00;24000.00;-24000.00;-100.00;DATA_GAP
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;38610.00;95341.66;-56731.66;-59.50;DATA_GAP
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;191487.27;135014.91;56472.36;41.83;DATA_GAP
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;1972638.88;1647399.16;325239.72;19.74;DATA_GAP
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Себестоимость проданой продукции (переменные производственные затраты);Представительские затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;ИТ расходы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Финансовая деятельность;Финансовые расходы;Расход;;52482.03;0.00;52482.03;100.00;DATA_GAP
2025-12;МК Бориспільска;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;МК Бориспільска;Административные затраты;Штраф;Расход;;229400.00;0.00;229400.00;100.00;DATA_GAP
2025-12;КПП Червоний хрест;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Операционный доход;Доход от прочей операционной деятельности;Доход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;3137.09;0.00;3137.09;100.00;DATA_GAP
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Себестоимость проданой продукции (переменные производственные затраты);Представительские затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;ИТ расходы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Маркетинговые затраты;Реклама;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;ЗП управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Начисления на управленчискую зарплату;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Премия управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Телекомуникационные услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Аренда офиса с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Затраты на коммандировки управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Юридические услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Услуги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Услуги банков;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Затраты на обучение персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Затраты по корпоративной культуре;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Налоги и сборы;НДС/ Прочие налоги;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Финансовая деятельность;Финансовый доход;Доход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Финансовая деятельность;Финансовые расходы;Расход;;538.91;0.00;538.91;100.00;DATA_GAP
2025-12;КПП Червоний хрест;Финансовая деятельность;Затраты на налог на прибыль;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Финансовая деятельность;Дивиденды;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;КПП Червоний хрест;Административные затраты;Штраф;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Операционный доход;Выручка от продаж (товаров, работ, услуг);Доход;;883750.00;570.00;883180.00;154943.86;DATA_GAP
2025-12;Логистика;Операционный доход;Доход от прочей операционной деятельности;Доход;;0.00;203621.26;-203621.26;-100.00;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);ЗП производственного персонала;Расход;;126809.25;1506.52;125302.73;8317.36;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты производственного персонала;Расход;;8722.75;450.00;8272.75;1838.39;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату производственного персонала;Расход;;6671.93;430.43;6241.50;1450.06;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Зарплата ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Удержание с зарплаты ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Начисления на зарплату ИТР;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);ЗП подсобников;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Оплата за выполненные работы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Премия производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Услуги сторонних организаций;Расход;;380.00;3610.00;-3230.00;-89.47;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Аренда строительного оборудования;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Аренда опалубки;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Арена техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Аренда сторонней техники;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Аренда вагончика;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Логистические затраты;Расход;;318900.00;0.00;318900.00;100.00;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);МШП;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Строительные материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Ремонты;Расход;;480.00;0.00;480.00;100.00;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Прочие производственные затраты;Расход;;221327.43;0.00;221327.43;100.00;DATA_GAP
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Командировочные производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Аренда квартиры с коммунальными платежами;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Транспортные затраты производственного персонала;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Разрешительная документация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Себестоимость проданой продукции (переменные производственные затраты);Представительские затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Дополнительные  расходы;Расход от ивест. Деятельности (ОС);Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Общепроизводственные затраты;Благоустройство офиса;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Общепроизводственные затраты;Хозтовары и материалы;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Общепроизводственные затраты;ИТ расходы;Расход;;749.00;375.00;374.00;99.73;DATA_GAP
2025-12;Логистика;Общепроизводственные затраты;Питьевая вода;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Общепроизводственные затраты;Охрана офиса и пожарная сигнализация;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Общепроизводственные затраты;Курьерские и почтовые;Расход;;0.00;46.50;-46.50;-100.00;DATA_GAP
2025-12;Логистика;Общепроизводственные затраты;Канцтовары;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Маркетинговые затраты;Реклама;Расход;;1560.00;1300.00;260.00;20.00;DATA_GAP
2025-12;Логистика;Маркетинговые затраты;Прочие маркетинговые затраты;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Административные затраты;ЗП управленческого персонала;Расход;;69994.05;35000.00;34994.05;99.98;DATA_GAP
2025-12;Логистика;Административные затраты;Начисления на управленчискую зарплату;Расход;;10721.60;2070.18;8651.42;417.91;DATA_GAP
2025-12;Логистика;Административные затраты;Удержание с зарплаты управленческого персонала;Расход;;3920.38;5661.60;-1741.22;-30.75;DATA_GAP
2025-12;Логистика;Административные затраты;ЗП РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Административные затраты;Удержание с зарплаты РМ;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Административные затраты;Начисления на зарплату PM;Расход;;0.00;0.00;0.00;0.00;OK
2025-12;Логистика;Административные затраты;Премия управленческого персонала;Расход;;35000.00;0.00;35000.00;100.00;DATA_GAP
2025-12;Логистика;Административные затраты;Телекомуникационные услуги;Расход;;349.98;0.00;349.98;100.00;DATA_GAP
2025-12;Логистика;Административные затраты;Транспортные затраты управленческого персонала;Расход;;0.00;0.00;0.00;0.00;OK
